root_cause_cluster_id,repo_name,pr_number,cluster_key_within_pr,alert_n,rule_n,rules_json,files_json,root_cause_category,mechanism_subcategory,disposition,change_operation,violated_relation,cause_statement,evidence_summary,confidence
rccluster-da4df3e97d1b525dd540,different-ai/note-companion,300,chat-route-unused-tool-import,1,1,"[""js/unused-local-variable""]","[""packages/web/app/api/(newai)/chat/route.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The chat API route added tool to its AI imports without defining or passing a tool in the route implementation.,chat/route.ts:1 and the head route body.,high
rccluster-da78afefcadab22c385c,different-ai/note-companion,300,last-modified-handler-unused-app-type,1,1,"[""js/unused-local-variable""]","[""packages/plugin/views/assistant/ai-chat/tool-handlers/last-modified-handler.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new last-modified handler imported Obsidian's App type while using the existing app prop without applying that imported type.,last-modified-handler.tsx:2 and the complete new handler.,high
rccluster-bf7e2604ffdc4cb38ede,different-ai/note-companion,300,new-chat-unused-prompt-time-imports,2,1,"[""js/unused-local-variable""]","[""packages/plugin/views/assistant/ai-chat/chat.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new assistant chat view imported moment and getChatSystemPrompt but implemented neither time formatting nor system-prompt construction with those bindings.,"ai-chat/chat.tsx:3,15 and the complete new view.",high
rccluster-69173eb92c42d03eb2c1,different-ai/note-companion,308,request-model-binding-residue,1,1,"[""js/unused-local-variable""]","[""packages/web/app/api/(newai)/chat/route.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The chat route replaced chosenModelName = bodyModel with hard-coded grounding-dependent model selection but retained the request-body model destructuring.,packages/web/app/api/(newai)/chat/route.ts:31 and the changed chosenModelName expression.,high
rccluster-ec9a8c49b9a4d3e55981,different-ai/note-companion,326,inbox-file-operation-import-residue,1,1,"[""js/unused-local-variable""]","[""packages/plugin/inbox/index.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The inbox refactor removed the safeCopy and safeModify calls but retained both imports.,packages/plugin/inbox/index.ts:20 and the deleted operation calls.,high
rccluster-203a5f5c37429f0b51f9,different-ai/note-companion,331,help-unused-image-import,1,1,"[""js/unused-local-variable""]","[""packages/mobile/app/help.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new help screen imported Image without rendering an image element.,packages/mobile/app/help.tsx:2 and the complete new screen.,high
rccluster-007347f23d7a9a051e07,different-ai/note-companion,331,home-unused-platform-import,1,1,"[""js/unused-local-variable""]","[""packages/mobile/app/(tabs)/index.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new mobile home screen imported Platform without implementing a platform-dependent branch.,packages/mobile/app/(tabs)/index.tsx:2 and the complete new screen.,high
rccluster-4c6c051aba63bff1e939,different-ai/note-companion,331,mobile-root-layout-unused-alternatives,3,1,"[""js/unused-local-variable""]","[""packages/mobile/app/_layout.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new mobile root layout retained alternative router and authentication scaffolding—router, publishableKey, and AuthProvider—while the rendered tree used useRouter and ClerkProvider instead.","packages/mobile/app/_layout.tsx:4,15,31 and the head provider/router composition.",medium
rccluster-9a446941aef02782bad4,different-ai/note-companion,331,oauth-unused-sign-in-up-bindings,2,1,"[""js/unused-local-variable""]","[""packages/mobile/components/SignInWithOAuth.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new OAuth component destructured signIn and signUp from the flow result but implemented session activation using only createdSessionId and setActive.,packages/mobile/components/SignInWithOAuth.tsx:13 and the surrounding OAuth completion path.,high
rccluster-d6475951d911c1fde62d,different-ai/note-companion,331,process-file-route-unused-scaffold,2,1,"[""js/unused-local-variable""]","[""packages/web/app/api/process-file/route.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new process-file route imported blob deletion/listing helpers and getModel, but its implemented path used neither the blob helpers nor getModel.","packages/web/app/api/process-file/route.ts:4,6 and the complete new route.",high
rccluster-38ac2d99682eb8131843,different-ai/note-companion,331,removed-landing-font-usage,2,1,"[""js/unused-local-variable""]","[""packages/landing/app/(landing)/layout.tsx"", ""packages/landing/app/dao/layout.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,The landing layout changes removed GeistSans.className from both rendered html elements but retained the GeistSans imports.,packages/landing/app/dao/layout.tsx:1 and packages/landing/app/(landing)/layout.tsx:1 with the deleted className uses.,high
rccluster-e24a41fa1c6091d95589,different-ai/note-companion,331,settings-unused-text-import,1,1,"[""js/unused-local-variable""]","[""packages/mobile/app/(tabs)/settings.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new settings screen imported Text without rendering that component.,packages/mobile/app/(tabs)/settings.tsx:1 and the complete new screen.,high
rccluster-1113e0e7830be3b0d986,different-ai/note-companion,331,share-handler-unused-platform-import,1,1,"[""js/unused-local-variable""]","[""packages/mobile/utils/share-handler.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new share handler imported Platform but implemented one platform-independent MIME mapping and share path.,packages/mobile/utils/share-handler.ts:2 and the complete new utility.,high
rccluster-038e9a74362ced7dbd55,different-ai/note-companion,331,sync-unused-touchable-import,1,1,"[""js/unused-local-variable""]","[""packages/mobile/app/(tabs)/sync.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new sync screen imported TouchableOpacity but did not render that control.,packages/mobile/app/(tabs)/sync.tsx:3 and the complete new screen.,high
rccluster-cccb8526c3c75039eaa7,different-ai/note-companion,331,unused-file-type-policy-constant,1,1,"[""js/unused-local-variable""]","[""packages/web/app/dashboard/sync/actions.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new sync action declared an allowed-file-types policy but never connected it to upload validation or filtering.,packages/web/app/dashboard/sync/actions.ts:55 and the complete new action module.,high
rccluster-ff2fb4790173f70e538c,different-ai/note-companion,343,collapsed-file-card-ui-residue,4,1,"[""js/unused-local-variable""]","[""packages/plugin/views/assistant/inbox-logs.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The file-card redesign removed the expandable log UI and path display but retained the ChevronDown and AnimatePresence imports and the now-unreferenced LogEntryDisplay and PathDisplay component definitions.,"packages/plugin/views/assistant/inbox-logs.tsx:9,20,50,161 and the diff deleting their JSX consumers.",high
rccluster-c228fbb78d4866ddcd59,different-ai/note-companion,343,unused-general-media-extension-import,1,1,"[""js/unused-local-variable""]","[""packages/plugin/views/assistant/inbox-logs.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The essential-information component imported the general VALID_MEDIA_EXTENSIONS constant alongside the audio and image variants but implemented its extension checks with only the two specialized constants.,packages/plugin/views/assistant/inbox-logs.tsx:23 and the new EssentialInfoDisplay checks.,high
rccluster-14a0f4a85983f64e92b6,docling-project/docling,1928,silent-multiframe-eof-handler,1,1,"[""py/empty-except""]","[""docling/backend/pdf_backend.py""]",dependency_error_or_resource_mismanagement,missing_or_overbroad_failure_handling,,modification_or_replacement,exception_or_resource_lifecycle,"The PDF backend catches EOFError during multi-frame image processing with an empty pass clause, silently treating truncation as partial success without an explanatory or recovery action.",docling/backend/pdf_backend.py:70 and the complete EOFError handler.,high
rccluster-f5e5f9717aef814c11a6,dust-tt/dust,10572,icon-button-class-concatenation-separators,2,1,"[""js/missing-space-in-concatenation""]","[""sparkle/src/components/IconButton.tsx""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,modification_or_replacement,local_syntax_or_style_convention,The IconButton refactor replaced class-name composition with raw string concatenation in two variants but omitted the separator between the adjacent Tailwind class fragments.,"sparkle/src/components/IconButton.tsx:31,41 and the two changed concatenations.",high
rccluster-ee1b859966f5052ad27e,dust-tt/dust,10572,read-only-nested-class-conditionals,5,1,"[""js/trivial-conditional""]","[""front/components/app/blocks/Browser.tsx"", ""front/components/app/blocks/Chat.tsx"", ""front/components/app/blocks/DataSource.tsx"", ""front/components/app/blocks/LLM.tsx""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,cross_file_propagation,control_flow,"The input/link styling changes repeatedly tested readOnly inside elements that were already rendered only on the !readOnly branch, making each nested true branch unreachable.","LLM.tsx:255, DataSource.tsx:353,421, Chat.tsx:275, and Browser.tsx:262 with their enclosing readOnly guards.",high
rccluster-88c5dbf31e336f1c3c3f,dust-tt/dust,10572,unintegrated-conversation-edit-helper,1,1,"[""js/unused-local-variable""]","[""x/henry/dust-apply/src/index.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The dust-apply change added getEditsFromConversation but did not connect the helper to any command or other caller.,x/henry/dust-apply/src/index.ts:165 and the absence of any head-revision call site.,high
rccluster-5cf09cff87ef2f239901,dust-tt/dust,10572,unused-use-context-import,1,1,"[""js/unused-local-variable""]","[""front/hooks/useChangeMembersRoles.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The role-change hook added useContext to its React import but the modified hook continued to use only useCallback.,front/hooks/useChangeMembersRoles.ts:7 and the head hook implementation.,high
rccluster-02defe1765c0eda6d0c5,dust-tt/dust,10572,website-modal-repeated-view-guard,1,1,"[""js/trivial-conditional""]","[""front/components/spaces/SpaceWebsiteModal.tsx""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"The new website modal nested a second dataSourceView guard inside a region already conditioned on dataSourceView, so the inner guard can only be true.",front/components/spaces/SpaceWebsiteModal.tsx:598 and its enclosing webCrawlerConfiguration && dataSourceView expression.,high
